"name","m","m_r","m_c","A","Sc","St","Jc","Jt","m_dS","s_dS","cv_dS","m_dL","s_dL","cv_dL"
"Tangara_arthus_LACM59610.png",0.0471666666666667,0.0627333333333333,0.0316,1.98523206751055,1.44001402688863,3.91084776948514,0.360003506722158,0.651807961580857,0.290358124031943,0.183237555448981,0.631074319204593,1.20374388634717,1.00767566481574,0.837117991829303
"Tangara_cayana_LACM39216.png",0.0374666666666667,0.0496,0.0253333333333333,1.95789473684211,1.4054334256118,3.79898723823957,0.35135835640295,0.633164539706596,0.239103628221237,0.0753421864103282,0.315102648047715,1.34826903644183,0.948286449453585,0.70333622134954
"Tangara_chilensis_LACM59272.png",0.0327666666666667,0.0444666666666667,0.0210666666666667,2.11075949367089,1.42404019595856,3.54207615018896,0.356010048989641,0.590346025031494,0.337179963159917,0.244924656519735,0.726391492022237,1.60980826412793,0.969768163086185,0.602412215601048
"Tangara_cyanocephala_LACM59652.png",0.0329,0.0441333333333333,0.0216666666666667,2.03692307692308,1.38550751503587,4.49906478175932,0.346376878758967,0.74984413029322,0.552400399249495,0.356022702275695,0.644501167557801,1.49013281548199,1.01315823204566,0.679911361939876
"Tangara_cyanoptera_LACM37716.png",0.0436333333333333,0.0546666666666667,0.0326,1.67689161554192,1.44971415180672,3.36185629106719,0.36242853795168,0.560309381844532,0.187059135958006,0.0486963538484317,0.260325985143884,1.3313667289935,0.988198560215519,0.742243694915363
"Tangara_cyanoventris_LACM27866.png",0.0412,0.0549333333333333,0.0274666666666667,2,1.44904401929107,2.49037558685446,0.362261004822766,0.415062597809077,0.351596785083833,0.513958449301509,1.46178369969726,1.34574573143409,1.09866121963481,0.816395842076363
"Tangara_dowii_LACM16290.png",0.0485,0.0618666666666667,0.0351333333333333,1.76091081593928,1.52907603317663,3.51686897699693,0.382269008294157,0.586144829499488,0.244445690372132,0.0674708974400043,0.276015900862436,1.32429601497605,1.01077918691033,0.763257742589076
"Tangara_fastuosa_LACM60421.png",0.0470333333333333,0.0598666666666667,0.0342,1.7504873294347,1.3927103140511,3.61760029654234,0.348177578512775,0.602933382757056,0.269725792033575,0.140075624218789,0.519326027973449,1.20360885974079,0.978318153538507,0.812820664804009
"Tangara_guttata_LACM4843.png",0.0569,0.0684666666666667,0.0453333333333333,1.51029411764706,1.46137868413566,4.03366219858441,0.365344671033916,0.672277033097401,0.323266683661856,0.0968594970919483,0.299627217982245,1.35383738099086,0.868518270511709,0.6415233341216
"Tangara_gyrola_LACM43661.png",0.0257,0.0373333333333333,0.0140666666666667,2.65402843601896,1.37369274361644,3.97335017746496,0.34342318590411,0.662225029577493,0.659745896416922,0.372017591456472,0.563880114263535,1.48852622379634,1.1690530691884,0.785376199961626
"Tangara_heinei_LACM29385.png",0.0485666666666667,0.0616666666666667,0.0354666666666667,1.73872180451128,1.44237147101543,3.16473285697461,0.360592867753858,0.527455476162435,0.170877179246969,0.104408569895246,0.611015293881602,1.25804187181565,0.981484893391025,0.780168701360087
"Tangara_inornata_LACM30414.png",0.0500333333333333,0.0622666666666667,0.0378,1.64726631393298,1.45650540825704,3.62205416841499,0.36412635206426,0.603675694735832,0.248622507409825,0.144870753713638,0.582693639537774,1.26144191802949,0.929638664342636,0.736965096097989
"Tangara_johannae_LACM37463.png",0.0359,0.0462,0.0256,1.8046875,1.4348906505548,3.97569536083358,0.358722662638701,0.662615893472263,0.342927610199718,0.137159256710066,0.399965627235982,1.31528145490437,1.09939495800027,0.835862889954759
"Tangara_labradorides_LACM59124.png",0.0489666666666667,0.0621333333333333,0.0358,1.73556797020484,1.44712526507958,3.43476143256652,0.361781316269896,0.572460238761087,0.244524239441289,0.138185410613661,0.565119478254588,1.22717593316388,0.960601651827707,0.78277419387708
"Tangara_larvata_LACM4843.png",0.0488,0.0608,0.0368,1.65217391304348,1.51663058231779,4.27291866028708,0.379157645579449,0.712153110047847,0.185821511304721,0.0892708837737167,0.480411999380012,1.40491477150805,0.91721215773846,0.652859644114864
"Tangara_mexicana_LACM32721.png",0.0578666666666667,0.0712,0.0445333333333333,1.59880239520958,1.54324417085812,4.09096042743582,0.385811042714529,0.68182673790597,0.215150488022642,0.0816781279321214,0.37963254781707,1.3424758813488,0.967162804484023,0.720432164123727
"Tangara_palmeri_LACM37481.png",0.0515666666666667,0.0677333333333333,0.0354,1.91337099811676,1.5243337526719,4.34491391721601,0.381083438167976,0.724152319536002,0.160984437613735,0.11417534359346,0.709232179742813,1.45681938001065,0.859158436447641,0.589749455722755
"Tangara_parzudakii_LACM29400.png",0.0456666666666667,0.0596,0.0317333333333333,1.8781512605042,1.62407790630979,4.03689970232462,0.406019476577447,0.672816617054103,0.225409407960116,0.0682769759941304,0.302902068782379,1.54329219861494,0.902049839009735,0.584497115853562
"Tangara_preciosa_LACM53462.png",0.0428333333333333,0.0564,0.0292666666666667,1.92710706150342,1.54701661970268,4.63354781500885,0.38675415492567,0.772257969168142,0.378696510278866,0.19435265360462,0.513214799527732,1.39791554321241,1.00211885935664,0.716866526180671
"Tangara_punctata_LACM43658.png",0.0376333333333333,0.0468,0.0284666666666667,1.6440281030445,1.29251066128855,3.49819552049971,0.323127665322138,0.583032586749952,0.286450173094986,0.146698057956936,0.512124172842763,1.31633365125713,0.96317531359343,0.731710621143488
"Tangara_ruficervix_LACM34880.png",0.0403333333333333,0.0520666666666667,0.0286,1.82051282051282,1.38430497658623,3.31670563076533,0.346076244146559,0.552784271794221,0.193171658737893,0.155232918762253,0.803600899720399,1.33050784264765,1.02998086885713,0.774126116241091
"Tangara_rufigula_LACM16611.png",0.0425,0.052,0.033,1.57575757575758,1.33920971413444,2.9615456786255,0.334802428533609,0.493590946437583,0.234275550261066,0.199177524656625,0.85018485469214,1.18572198884159,1.03153731578127,0.869965578346947
"Tangara_schrankii_LACM50757.png",0.0369666666666667,0.0465333333333333,0.0274,1.69829683698297,1.37004181562472,3.62323276662061,0.342510453906179,0.603872127770102,0.286149666923501,0.246372614156606,0.860992140251106,1.18834482082329,1.03070316196311,0.867343504934054
"Tangara_seledon_LACM53515.png",0.0368,0.0454666666666667,0.0281333333333333,1.61611374407583,1.45580571761549,4.3135989127665,0.363951429403872,0.71893315212775,0.498184321998258,0.173636837587691,0.348539345620552,1.42796906313082,1.02195865066396,0.715672823067551
"Tangara_vassorii_LACM29453.png",0.0389666666666667,0.0510666666666667,0.0268666666666667,1.90074441687345,1.46901596574866,3.87163955837231,0.367253991437165,0.645273259728719,0.231303196824619,0.0972560237575186,0.420469864198466,1.37972893539368,1.01261442406047,0.733922727924482
"Tangara_velia_LACM43655.png",0.0387,0.0502,0.0272,1.84558823529412,1.35408908363111,3.96518493023748,0.338522270907776,0.660864155039581,0.302776211536023,0.1098543408685,0.362823553115994,1.28082704400485,1.02410348375017,0.799564225742797
"Tangara_vitriolina_LACM36850.png",0.0421333333333333,0.0556666666666667,0.0286,1.94638694638695,1.54905273772765,3.54382042409724,0.387263184431913,0.59063673734954,0.207566322244895,0.184896783907628,0.890784120987988,1.42604773772717,0.972889550928237,0.68222789826014
